"","Word","Frequency"
"52118","phage",1.27397801223005e-06
"52119","phagocyte",1.3968319024451e-07
"52120","phagocytic",1.16122170203267e-07
"52121","phagocytize",6.73172001178361e-09
"52122","phagocytose",4.37561800765934e-08
"52123","phagocytosis",4.74586260830744e-07
"52124","phalange",1.34634400235672e-07
"52125","phalangeal",2.86098100500803e-08
"52126","phalanger",6.73172001178361e-08
"52127","phalanges",2.62537080459561e-07
"52128","phalangist",1.026587301797e-07
"52129","phalangite",1.17805100206213e-08
"52130","phalanstery",8.41465001472951e-09
"52131","phalanx",2.36283372413605e-06
"52132","phalarope",2.94512750515533e-07
"52133","phalera",1.85122300324049e-08
"52134","phallic",4.7626919083369e-07
"52135","phallicism",1.00975800176754e-08
"52136","phallism",5.0487900088377e-09
"52137","phalloid",5.0487900088377e-09
"52138","phalloplasty",5.2170830091323e-08
"52139","phallus",4.7626919083369e-07
"52140","phanerozoic",3.09659120542046e-07
"52141","phantascope",5.0487900088377e-09
"52142","phantasia",2.18780900382967e-07
"52143","phantasm",3.71927530651044e-07
"52144","phantasma",1.85122300324049e-08
"52145","phantasmagoria",2.65902940465452e-07
"52146","phantasmagoric",2.35610200412426e-08
"52147","phantasmagorical",2.01951600353508e-08
"52148","phantasmal",3.02927400530262e-08
"52149","phantasmata",5.0487900088377e-09
"52150","phantasmatic",3.3658600058918e-09
"52151","phantasmic",8.41465001472951e-09
"52152","phantasy",9.59270101679164e-07
"52153","phantom",1.44681492353259e-05
"52154","phantoscope",1.6829300029459e-08
"52155","phare",1.53146630268077e-07
"52156","pharisaical",8.41465001472951e-09
"52157","pharisee",2.72634660477236e-07
"52158","pharmacal",1.17805100206213e-08
"52159","pharmaceutic",1.17805100206213e-08
"52160","pharmaceutical",7.3510382528677e-06
"52161","pharmaceutically",2.01951600353508e-08
"52162","pharmaceutics",9.92928701738082e-08
"52163","pharmacist",1.36653916239207e-06
"52164","pharmacodynamic",5.04879000883771e-08
"52165","pharmacodynamics",1.66610070291644e-07
"52166","pharmacognosy",9.92928701738082e-08
"52167","pharmacologic",2.67585870468398e-07
"52168","pharmacological",1.31100247229486e-06
"52169","pharmacologically",1.80073510315211e-07
"52170","pharmacologist",2.81049310491966e-07
"52171","pharmacology",3.98181238697e-06
"52172","pharmacopeia",1.07707520188538e-07
"52173","pharmacopeial",1.51463700265131e-08
"52174","pharmacopoeia",3.92122690686395e-07
"52175","pharmacopoeial",1.00975800176754e-08
"52176","pharmacotherapy",4.19049570733529e-07
"52177","pharmacy",6.4489877712887e-06
"52178","pharmakos",1.00975800176754e-08
"52179","pharmuthi",8.41465001472951e-09
"52180","pharology",3.3658600058918e-09
"52181","pharos",8.75123601531869e-07
"52182","pharyngal",3.3658600058918e-09
"52183","pharyngeal",8.73440671528923e-07
"52184","pharynges",3.3658600058918e-09
"52185","pharyngitis",2.03634530356454e-07
"52186","pharyngobranchial",5.0487900088377e-09
"52187","pharyngoplasty",6.73172001178361e-09
"52188","pharynx",5.89025501031066e-07
"52189","phase",4.47305965482991e-05
"52190","phases",8.42474759474718e-06
"52191","phasianid",1.17805100206213e-08
"52192","phasic",6.22684101089984e-08
"52193","phasis",1.07707520188538e-07
"52194","phasm",3.3658600058918e-09
"52195","phasma",1.00975800176754e-08
"52196","phasmid",2.01951600353508e-08
"52197","pheasant",1.65263726289288e-06
"52198","pheasantry",3.53415300618639e-08
"52199","phellandrene",1.00975800176754e-08
"52200","phellem",1.17805100206213e-08
"52201","phelloderm",8.41465001472951e-09
"52202","phellogen",1.34634400235672e-08
"52203","phelonion",4.20732500736475e-08
"52204","phenacaine",3.3658600058918e-09
"52205","phenacetin",9.25611501620246e-08
"52206","phenacite",1.17805100206213e-08
"52207","phenacyl",1.17805100206213e-08
"52208","phenakistoscope",6.22684101089984e-08
"52209","phenanthrene",1.16122170203267e-07
"52210","phenanthridine",8.41465001472951e-09
"52211","phenanthroline",4.20732500736475e-08
"52212","phenazine",2.01951600353508e-08
"52213","phenazone",1.17805100206213e-08
"52214","phene",6.73172001178361e-09
"52215","phenethyl",1.17805100206213e-08
"52216","phengite",1.34634400235672e-08
"52217","phenobarbital",2.32244340406534e-07
"52218","phenocopy",5.0487900088377e-09
"52219","phenocryst",7.23659901266738e-08
"52220","phenol",9.8956284173219e-07
"52221","phenolate",2.01951600353508e-08
"52222","phenolic",4.8468384084842e-07
"52223","phenological",4.71220400824852e-08
"52224","phenology",1.1107338019443e-07
"52225","phenolphthalein",9.76099401708623e-08
"52226","phenomena",1.22651938614697e-05
"52227","phenomenal",1.49780770262185e-06
"52228","phenomenalism",1.22853890215051e-07
"52229","phenomenalist",2.35610200412426e-08
"52230","phenomenalistic",3.3658600058918e-09
"52231","phenomenality",6.73172001178361e-09
"52232","phenomenally",2.07000390362346e-07
"52233","phenomenological",8.98684621573111e-07
"52234","phenomenologically",3.53415300618639e-08
"52235","phenomenology",2.28373601399759e-06
"52236","phenomenon",1.95556466342314e-05
"52237","phenothiazine",1.24536820217997e-07
"52238","phenotype",1.71995446301071e-06
"52239","phenotypic",6.32781681107659e-07
"52240","phenotypical",6.9000130120782e-08
"52241","phenotypically",9.08782201590787e-08
"52242","phenoxide",2.01951600353508e-08
"52243","phenyl",4.44293520777718e-07
"52244","phenylacetaldehyde",3.3658600058918e-09
"52245","phenylacetic",2.01951600353508e-08
"52246","phenylalanine",5.68830340995715e-07
"52247","phenylamine",6.73172001178361e-09
"52248","phenylene",8.41465001472951e-09
"52249","phenylenediamine",1.00975800176754e-08
"52250","phenylhydrazine",1.85122300324049e-08
"52251","phenylhydrazone",5.0487900088377e-09
"52252","pheon",2.52439500441885e-08
"52253","pheophytin",1.17805100206213e-08
"52254","phew",5.89025501031066e-08
"52255","phi",2.69773679472228e-05
"52256","phial",7.06830601237279e-08
"52257","phiale",2.35610200412426e-08
"52258","phialide",5.0487900088377e-09
"52259","philander",3.21439630562667e-07
"52260","philanderer",6.05854801060525e-08
"52261","philanthrope",6.73172001178361e-09
"52262","philanthropic",1.61561280282807e-06
"52263","philanthropical",8.41465001472951e-09
"52264","philanthropically",1.51463700265131e-08
"52265","philanthropist",5.27766848923835e-06
"52266","philanthropy",2.59844392454847e-06
"52267","philantomba",1.17805100206213e-08
"52268","philatelic",1.14270947200027e-06
"52269","philatelically",3.3658600058918e-09
"52270","philatelist",2.01951600353508e-07
"52271","philately",6.58025631151847e-07
"52272","philharmonic",7.39311150294135e-06
"52273","philhellene",5.38537600942689e-08
"52274","philhellenic",1.85122300324049e-08
"52275","philhellenism",6.9000130120782e-08
"52276","philippus",3.78659250662828e-07
"52277","phillipsite",6.73172001178361e-09
"52278","philodemic",8.41465001472951e-09
"52279","philodox",5.0487900088377e-09
"52280","philogyny",3.3658600058918e-09
"52281","philologer",1.17805100206213e-08
"52282","philologian",8.41465001472951e-09
"52283","philologic",1.80073510315211e-07
"52284","philological",9.99660421749866e-07
"52285","philologically",3.3658600058918e-08
"52286","philologist",1.59878350279861e-06
"52287","philologue",8.41465001472951e-09
"52288","philology",2.32749219407418e-06
"52289","philomath",1.04341660182646e-07
"52290","philomathic",3.3658600058918e-09
"52291","philomel",2.12049180371184e-07
"52292","philomuse",5.0487900088377e-09
"52293","philopater",6.73172001178361e-09
"52294","philorthodox",6.73172001178361e-09
"52295","philosoph",1.026587301797e-07
"52296","philosopher",2.40726307621382e-05
"52297","philosophic",8.66708951517139e-07
"52298","philosophical",2.23139689090597e-05
"52299","philosophically",6.59708561154793e-07
"52300","philosophize",3.3658600058918e-08
"52301","philosophy",8.23407162541341e-05
"52302","philter",8.41465001472951e-09
"52303","philtrum",8.91952901561328e-08
"52304","phimosis",3.85390970674611e-07
"52305","phimotic",1.34634400235672e-08
"52306","phit",1.34634400235672e-08
"52307","phiz",6.22684101089984e-08
"52308","phlebectomy",6.73172001178361e-09
"52309","phlebitis",9.25611501620246e-08
"52310","phlebography",6.73172001178361e-09
"52311","phlebology",5.04879000883771e-08
"52312","phlebotomist",3.53415300618639e-08
"52313","phlebotomus",1.17805100206213e-08
"52314","phlebotomy",9.59270101679164e-08
"52315","phlegm",2.32244340406534e-07
"52316","phlegmasia",3.3658600058918e-09
"52317","phlegmatic",1.12756310197375e-07
"52318","phlegmon",5.0487900088377e-09
"52319","phloem",2.91146890509641e-07
"52320","phlogistic",3.3658600058918e-09
"52321","phlogiston",3.01244470527316e-07
"52322","phlogopite",9.25611501620246e-08
"52323","phloroglucin",5.0487900088377e-09
"52324","pho",8.70074811523031e-07
"52325","phobic",9.42440801649705e-08
"52326","phobophobia",3.3658600058918e-09
"52327","phoca",1.61561280282807e-07
"52328","phocid",3.70244600648098e-08
"52329","phocine",2.01951600353508e-08
"52330","phocomelia",4.71220400824852e-08
"52331","phoebe",4.12317850721746e-06
"52332","phoenicean",5.0487900088377e-09
"52333","phoenix",3.20665482761312e-05
"52334","pholcid",5.0487900088377e-09
"52335","phon",4.59439890804231e-07
"52336","phonate",8.41465001472951e-09
"52337","phonation",5.43586390951526e-07
"52338","phonatory",1.17805100206213e-08
"52339","phonautogram",1.51463700265131e-08
"52340","phonautograph",3.02927400530262e-08
"52341","phone",2.75091738281537e-05
"52342","phoneme",2.12385766371773e-06
"52343","phonemic",1.4591003125541e-06
"52344","phonemics",4.54391100795393e-08
"52345","phonestheme",1.6829300029459e-08
"52346","phonetic",7.27698933273808e-06
"52347","phonetical",5.38537600942689e-08
"52348","phonetically",9.17196851605516e-07
"52349","phonetician",9.59270101679164e-08
"52350","phoneticist",3.3658600058918e-09
"52351","phoneticization",5.0487900088377e-09
"52352","phonetics",3.1420303155e-06
"52353","phonetization",5.0487900088377e-09
"52354","phoniatrics",8.41465001472951e-09
"52355","phonic",9.76099401708623e-08
"52356","phonics",4.88049700854312e-07
"52357","phono",1.66610070291644e-07
"52358","phonodeik",1.34634400235672e-08
"52359","phonogram",3.02927400530262e-07
"52360","phonograph",1.88319867329646e-06
"52361","phonographic",1.57185662275147e-06
"52362","phonography",2.69268800471344e-08
"52363","phonolite",7.57318501325656e-08
"52364","phonolitic",8.41465001472951e-09
"52365","phonologic",1.34634400235672e-08
"52366","phonological",1.90002797332592e-06
"52367","phonologically",2.10366250368238e-07
"52368","phonologist",1.85122300324049e-08
"52369","phonology",7.11542805245527e-06
"52370","phonophobia",2.35610200412426e-08
"52371","phonoscope",3.3658600058918e-09
"52372","phonotypic",3.3658600058918e-09
"52373","phony",8.22952771440546e-07
"52374","phoo",1.85122300324049e-08
"52375","phoresy",1.85122300324049e-08
"52376","phoria",6.73172001178361e-09
"52377","phorid",4.03903200707016e-08
"52378","phorminx",1.85122300324049e-08
"52379","phoronid",1.85122300324049e-08
"52380","phorozooid",3.3658600058918e-09
"52381","phos",3.3658600058918e-08
"52382","phosgene",3.75293390656936e-07
"52383","phosphagen",2.18780900382967e-08
"52384","phosphatase",5.33488810933851e-07
"52385","phosphate",5.45269320954472e-06
"52386","phosphated",1.17805100206213e-08
"52387","phosphatic",3.53415300618639e-08
"52388","phosphatide",8.41465001472951e-09
"52389","phosphaturia",8.41465001472951e-09
"52390","phosphene",3.87073900677557e-08
"52391","phosphide",2.45707780430102e-07
"52392","phosphinate",5.0487900088377e-09
"52393","phosphine",2.97878610521425e-07
"52394","phosphinic",3.3658600058918e-09
"52395","phosphite",7.40489201296197e-08
"52396","phospho",1.00975800176754e-08
"52397","phosphocreatine",5.2170830091323e-08
"52398","phosphoglycerate",9.42440801649705e-08
"52399","phosphoglyceric",6.73172001178361e-09
"52400","phospholipide",3.3658600058918e-09
"52401","phosphomolybdate",5.0487900088377e-09
"52402","phosphomolybdic",6.73172001178361e-09
"52403","phosphonate",2.86098100500803e-08
"52404","phosphonic",2.86098100500803e-08
"52405","phosphonium",5.38537600942689e-08
"52406","phosphoprotein",4.88049700854312e-08
"52407","phosphor",8.39782071470005e-07
"52408","phosphore",2.01951600353508e-08
"52409","phosphoresce",1.34634400235672e-08
"52410","phosphorescence",2.30561410403589e-07
"52411","phosphorescent",1.90171090332887e-07
"52412","phosphori",3.3658600058918e-09
"52413","phosphoric",5.38537600942689e-07
"52414","phosphorite",3.3658600058918e-08
"52415","phosphorous",1.34634400235672e-07
"52416","phosphorus",3.50722612613926e-06
"52417","phosphoryl",5.2170830091323e-08
"52418","phosphorylase",2.52439500441885e-07
"52419","phosphorylation",1.3345634923361e-06
"52420","phosphosilicate",1.34634400235672e-08
"52421","phosphotungstate",6.73172001178361e-09
"52422","phosphotungstic",1.85122300324049e-08
"52423","phossy",2.69268800471344e-08
"52424","phot",2.44024850427156e-07
"52425","photic",1.46414910256293e-07
"52426","photo",7.23390632466266e-05
"52427","photoactivation",6.73172001178361e-09
"52428","photoactive",2.01951600353508e-08
"52429","photoalbum",1.27902680223889e-07
"52430","photocatalysis",2.18780900382967e-08
"52431","photocatalyst",1.85122300324049e-08
"52432","photocatalytic",3.19756700559721e-08
"52433","photocell",7.74147801355115e-08
"52434","photochemical",3.21439630562667e-07
"52435","photochemically",1.34634400235672e-08
"52436","photochemistry",2.35610200412426e-07
"52437","photochrome",1.00975800176754e-08
"52438","photochromic",3.70244600648098e-08
"52439","photocomposition",8.41465001472951e-09
"52440","photoconductivity",2.52439500441885e-08
"52441","photocopier",2.17097970380021e-07
"52442","photocopy",2.64220010462507e-07
"52443","photocurrent",5.38537600942689e-08
"52444","photodecomposition",8.41465001472951e-09
"52445","photodisintegration",1.6829300029459e-08
"52446","photodissociation",4.54391100795393e-08
"52447","photodynamic",1.43049050250402e-07
"52448","photoelastic",2.52439500441885e-08
"52449","photoelasticity",2.86098100500803e-08
"52450","photoelectric",6.84952511198982e-07
"52451","photoelectricity",5.0487900088377e-09
"52452","photoelectron",1.91854020335833e-07
"52453","photoemission",1.00975800176754e-07
"52454","photoemissive",6.73172001178361e-09
"52455","photoengraving",3.70244600648098e-08
"52456","photoetch",3.3658600058918e-09
"52457","photoetching",1.00975800176754e-08
"52458","photofinish",8.41465001472951e-09
"52459","photofinisher",3.3658600058918e-09
"52460","photofinishing",1.34634400235672e-08
"52461","photogen",3.3658600058918e-09
"52462","photogenic",2.45707780430102e-07
"52463","photoglyphic",3.3658600058918e-09
"52464","photogram",4.54391100795393e-08
"52465","photogrammetric",5.38537600942689e-08
"52466","photogrammetry",1.7670765030932e-07
"52467","photograph",1.98804521247999e-05
"52468","photographer",1.3687269713959e-05
"52469","photographic",9.27294431623192e-06
"52470","photographical",1.17805100206213e-08
"52471","photographically",1.36317330238618e-07
"52472","photography",2.15364552476987e-05
"52473","photogravure",1.63244210285752e-07
"52474","photoheliograph",5.0487900088377e-09
"52475","photoinactivation",1.00975800176754e-08
"52476","photoinhibition",1.00975800176754e-08
"52477","photointaglio",3.3658600058918e-09
"52478","photoionization",5.04879000883771e-08
"52479","photoisomerization",3.53415300618639e-08
"52480","photokinesis",3.3658600058918e-09
"52481","photolithographic",3.19756700559721e-08
"52482","photolithography",2.40658990421264e-07
"52483","photoluminescence",5.38537600942689e-08
"52484","photoluminescent",2.86098100500803e-08
"52485","photolysis",1.32951470232726e-07
"52486","photolytic",1.00975800176754e-08
"52487","photomap",5.0487900088377e-09
"52488","photomechanical",4.03903200707016e-08
"52489","photometer",1.64927140288698e-07
"52490","photometric",4.8468384084842e-07
"52491","photometrically",5.0487900088377e-09
"52492","photometry",6.79903721190144e-07
"52493","photomicrograph",8.41465001472951e-08
"52494","photomicrography",1.00975800176754e-08
"52495","photomicroscopy",2.35610200412426e-08
"52496","photomontage",2.30561410403589e-07
"52497","photon",4.15347124727049e-06
"52498","photonasty",3.3658600058918e-09
"52499","photonegative",1.6829300029459e-08
"52500","photoneutron",5.0487900088377e-09
"52501","photooxidation",1.34634400235672e-08
"52502","photoperiod",6.22684101089984e-08
"52503","photoperiodic",1.17805100206213e-08
"52504","photoperiodism",4.71220400824852e-08
"52505","photophobia",1.38000260241564e-07
"52506","photophobic",1.34634400235672e-08
"52507","photophone",1.22853890215051e-07
"52508","photophonic",5.0487900088377e-09
"52509","photophore",6.9000130120782e-08
"52510","photopia",4.03903200707016e-08
"52511","photopic",7.23659901266738e-08
"52512","photoplay",1.81756440318157e-07
"52513","photopolymerization",3.3658600058918e-09
"52514","photoprint",3.70244600648098e-08
"52515","photoprinting",3.3658600058918e-09
"52516","photoreception",1.6829300029459e-08
"52517","photoreceptive",2.01951600353508e-08
"52518","photoreceptor",4.64488680813069e-07
"52519","photoscope",8.41465001472951e-09
"52520","photosensitive",3.3658600058918e-07
"52521","photosensitivity",1.86805230326995e-07
"52522","photosensitization",1.00975800176754e-08
"52523","photosensitizer",4.71220400824852e-08
"52524","photosensory",6.73172001178361e-09
"52525","photosphere",3.24805490568559e-07
"52526","photospheric",2.86098100500803e-08
"52527","photostability",1.51463700265131e-08
"52528","photostable",8.41465001472951e-09
"52529","photostat",5.55366900972148e-08
"52530","photosynthate",1.34634400235672e-08
"52531","photosynthesis",1.93873536339368e-06
"52532","photosynthesize",6.05854801060525e-08
"52533","photosynthetic",8.06123471411087e-07
"52534","photosynthetically",1.85122300324049e-08
"52535","phototaxis",3.3658600058918e-08
"52536","phototelegraphic",6.73172001178361e-09
"52537","phototelegraphy",6.73172001178361e-09
"52538","phototherapeutic",1.00975800176754e-08
"52539","phototherapy",1.04341660182646e-07
"52540","phototrope",3.3658600058918e-09
"52541","phototrophic",9.08782201590787e-08
"52542","phototrophy",2.86098100500803e-08
"52543","phototropic",1.85122300324049e-08
"52544","phototropism",7.57318501325656e-08
"52545","phototube",2.86098100500803e-08
"52546","phototype",6.73172001178361e-09
"52547","photovoltaic",1.00134335175281e-06
"52548","photozincography",5.0487900088377e-09
"52549","phragmocone",4.20732500736475e-08
"52550","phrasal",2.22146760388859e-07
"52551","phrase",2.94058359414737e-05
"52552","phraseological",8.41465001472951e-09
"52553","phraseology",4.0222027070407e-07
"52554","phrasing",1.04341660182646e-06
"52555","phratria",3.3658600058918e-09
"52556","phratry",3.19756700559721e-08
"52557","phreatic",1.71658860300482e-07
"52558","phrenetic",3.3658600058918e-09
"52559","phrenic",1.04341660182646e-07
"52560","phrenitis",1.00975800176754e-08
"52561","phrenologic",8.41465001472951e-09
"52562","phrenological",5.38537600942689e-08
"52563","phrenologist",5.38537600942689e-08
"52564","phrenology",5.25074160919121e-07
"52565","phronesis",5.55366900972148e-08
"52566","phrontistery",1.6829300029459e-08
"52567","phthalate",2.77683450486074e-07
"52568","phthalein",5.0487900088377e-09
"52569","phthalic",1.56512490273969e-07
"52570","phthalimide",2.35610200412426e-08
"52571","phthalocyanine",1.24536820217997e-07
"52572","phthiriasis",3.3658600058918e-09
"52573","phthisis",5.55366900972148e-08
"52574","phu",1.81756440318157e-06
"52575","phugoid",7.06830601237279e-08
"52576","phulkari",2.18780900382967e-08
"52577","phut",7.74147801355115e-08
"52578","phycocyanin",1.00975800176754e-08
"52579","phycoerythrin",2.86098100500803e-08
"52580","phycological",2.35610200412426e-08
"52581","phycologist",8.41465001472951e-09
"52582","phycology",1.09390450191484e-07
"52583","phyla",5.43586390951526e-07
"52584","phylactery",2.69268800471344e-08
"52585","phylarch",3.3658600058918e-09
"52586","phyle",6.73172001178361e-08
"52587","phyletic",6.39513401119443e-08
"52588","phyllary",3.3658600058918e-09
"52589","phyllite",6.39513401119443e-08
"52590","phyllitic",3.3658600058918e-09
"52591","phyllode",6.73172001178361e-09
"52592","phyllodium",3.3658600058918e-09
"52593","phyllody",2.01951600353508e-08
"52594","phyllopod",1.00975800176754e-08
"52595","phyllosoma",6.73172001178361e-09
"52596","phyllotactic",5.0487900088377e-09
"52597","phyllotaxis",1.026587301797e-07
"52598","phyllotaxy",3.3658600058918e-09
"52599","phylogenetic",3.30022573577691e-06
"52600","phylogenetical",8.41465001472951e-09
"52601","phylogenetically",1.53146630268077e-07
"52602","phylogenic",2.52439500441885e-08
"52603","phylogeny",3.95488550692287e-06
"52604","phylon",2.69268800471344e-08
"52605","phylum",1.3160512623037e-05
"52606","physeteroid",3.3658600058918e-09
"52607","physic",2.96195680518479e-07
"52608","physical",8.42878662675425e-05
"52609","physicalism",4.52708170792448e-07
"52610","physicalist",5.72196201001607e-08
"52611","physicalistic",1.00975800176754e-08
"52612","physicality",1.91854020335833e-07
"52613","physically",1.21372911812458e-05
"52614","physician",1.88286208729587e-05
"52615","physicist",1.42022462948605e-05
"52616","physicochemical",1.21170960212105e-07
"52617","physics",6.7069809407403e-05
"52618","physiochemical",1.51463700265131e-08
"52619","physiocracy",2.52439500441885e-08
"52620","physiocrat",2.18780900382967e-08
"52621","physiocratic",2.52439500441885e-08
"52622","physiognomic",3.02927400530262e-08
"52623","physiognomical",1.17805100206213e-08
"52624","physiognomics",1.85122300324049e-08
"52625","physiognomist",1.17805100206213e-08
"52626","physiognomy",3.14707910550884e-07
"52627","physiographer",3.3658600058918e-09
"52628","physiographic",8.5829430150241e-07
"52629","physiographical",1.34634400235672e-08
"52630","physiographically",5.72196201001607e-08
"52631","physiography",1.56512490273969e-07
"52632","physiological",4.41600832773005e-06
"52633","physiologically",3.11342050544992e-07
"52634","physiologist",1.17468514205624e-06
"52635","physiologus",6.9000130120782e-08
"52636","physiology",1.27212678922681e-05
"52637","physiopathological",5.0487900088377e-09
"52638","physiotherapeutic",1.34634400235672e-08
"52639","physiotherapist",3.75293390656936e-07
"52640","physiotherapy",4.61122820807177e-07
"52641","physique",1.61056401281923e-06
"52642","physoclist",3.3658600058918e-09
"52643","physostigmine",1.22853890215051e-07
"52644","physostome",3.3658600058918e-09
"52645","phytase",1.00975800176754e-08
"52646","phytic",1.04341660182646e-07
"52647","phytochemical",2.12049180371184e-07
"52648","phytochemistry",2.1373211037413e-07
"52649","phytoecologist",5.0487900088377e-09
"52650","phytogenesis",3.3658600058918e-09
"52651","phytogeographic",1.00975800176754e-08
"52652","phytogeographical",6.73172001178361e-09
"52653","phytogeographically",4.54391100795393e-08
"52654","phytogeography",8.41465001472951e-08
"52655","phytohormone",2.69268800471344e-08
"52656","phytol",1.34634400235672e-08
"52657","phytological",3.3658600058918e-09
"52658","phytologist",5.38537600942689e-08
"52659","phytology",8.41465001472951e-09
"52660","phytomorphology",5.0487900088377e-09
"52661","phyton",2.18780900382967e-08
"52662","phytopathogenic",1.17805100206213e-08
"52663","phytopathological",2.35610200412426e-08
"52664","phytopathologist",5.0487900088377e-09
"52665","phytopathology",1.07707520188538e-07
"52666","phytophagous",2.35610200412426e-08
"52667","phytophagy",3.3658600058918e-09
"52668","phytopharmacologic",3.3658600058918e-09
"52669","phytopharmacology",1.34634400235672e-08
"52670","phytoplankton",5.63781550986877e-07
"52671","phytosaur",4.88049700854312e-08
"52672","phytosociology",6.73172001178361e-09
"52673","phytosterol",3.02927400530262e-08
"52674","phytotomy",3.3658600058918e-09
"52675","phytotoxic",1.85122300324049e-08
"52676","phytotoxin",1.34634400235672e-08
"52677","phytyl",3.3658600058918e-09
"52678","pi",4.06023692510728e-05
"52679","pia",3.84381212672844e-06
"52680","piaffe",5.38537600942689e-08
"52681","pial",2.01951600353508e-08
"52682","pian",2.94512750515533e-07
"52683","pianette",8.41465001472951e-09
"52684","pianino",5.0487900088377e-09
"52685","pianism",4.03903200707016e-08
"52686","pianissimo",1.14439240200321e-07
"52687","pianist",1.38067577441682e-05
"52688","pianiste",1.06024590185592e-07
"52689","pianistic",9.25611501620246e-08
"52690","pianistically",5.0487900088377e-09
"52691","piano",5.75797671207911e-05
"52692","pianoforte",3.68561670645152e-07
"52693","pianograph",3.3658600058918e-09
"52694","pianola",1.41366120247456e-07
"52695","pianolist",1.17805100206213e-08
"52696","piassava",5.0487900088377e-09
"52697","piaster",2.18780900382967e-08
"52698","piastre",1.73341790303428e-07
"52699","piazza",3.24637197568264e-06
"52700","piblokto",3.3658600058918e-09
"52701","pibroch",3.53415300618639e-08
"52702","pic",7.11037926244643e-06
"52703","pica",1.05351418184413e-06
"52704","picador",6.31098751104713e-07
"52705","pical",3.3658600058918e-09
"52706","picaresque",4.64488680813069e-07
"52707","picaro",8.41465001472951e-09
"52708","picaroon",2.52439500441885e-08
"52709","picayune",2.76000520483128e-07
"52710","piccadill",5.0487900088377e-09
"52711","piccadilly",4.49174017786261e-06
"52712","piccalilli",4.20732500736475e-08
"52713","piccolo",2.02119893353803e-06
"52714","pice",9.08782201590787e-08
"52715","picene",1.51463700265131e-08
"52716","pichi",3.66878740642207e-07
"52717","picine",3.3658600058918e-09
"52718","pick",2.0875063756541e-05
"52719","pickaninny",6.05854801060525e-08
"52720","pickaway",4.49342310786556e-07
"52721","pickax",3.19756700559721e-08
"52722","picked",1.55940294072967e-05
"52723","picker",5.45269320954472e-07
"52724","pickerel",4.05586130709962e-07
"52725","pickering",3.84549505673139e-06
"52726","picket",1.93536950338779e-06
"52727","picketer",1.00975800176754e-08
"52728","pickings",7.06830601237279e-08
"52729","pickle",1.17636807205919e-06
"52730","pickleman",3.3658600058918e-09
"52731","pickler",1.1107338019443e-07
"52732","pickleweed",1.17805100206213e-08
"52733","picklock",1.34634400235672e-08
"52734","pickman",1.3968319024451e-07
"52735","picknick",2.18780900382967e-08
"52736","pickover",2.45707780430102e-07
"52737","pickpocket",2.65902940465452e-07
"52738","pickup",5.80779144016631e-06
"52739","pickwick",7.23659901266738e-07
"52740","picky",1.98585740347616e-07
"52741","picnic",5.51832747965961e-06
"52742","pico",3.66878740642207e-06
"52743","picofarad",2.01951600353508e-08
"52744","picoline",6.73172001178361e-09
"52745","picot",1.9690281034467e-07
"52746","picotee",1.17805100206213e-08
"52747","picrate",8.41465001472951e-09
"52748","picric",9.42440801649705e-08
"52749","picrite",2.01951600353508e-08
"52750","picrorhiza",3.3658600058918e-09
"52751","picrotin",3.3658600058918e-09
"52752","picrotoxin",3.02927400530262e-08
"52753","picrotoxinin",6.73172001178361e-09
"52754","pict",7.82562451369844e-07
"52755","pictogram",1.16122170203267e-06
"52756","pictograph",1.48097840259239e-07
"52757","pictographic",1.32951470232726e-07
"52758","pictography",1.17805100206213e-08
"52759","pictorial",3.69234842646331e-06
"52760","pictorialism",8.24635701443492e-08
"52761","pictorialist",3.70244600648098e-08
"52762","pictorially",6.05854801060525e-08
"52763","pictorical",3.3658600058918e-09
"52764","pictural",1.6829300029459e-08
"52765","picture",8.651438266144e-05
"52766","pictured",4.80813101841644e-06
"52767","picturedrome",6.73172001178361e-09
"52768","pictureless",3.3658600058918e-09
"52769","picturesque",3.33893312584467e-06
"52770","picturesquely",5.2170830091323e-08
"52771","picturesqueness",2.69268800471344e-08
"52772","picturization",1.17805100206213e-08
"52773","picturize",3.3658600058918e-09
"52774","picuda",4.20732500736475e-08
"52775","picul",2.86098100500803e-08
"52776","piculet",1.38000260241564e-07
"52777","pidan",5.0487900088377e-09
"52778","piddle",8.41465001472951e-08
"52779","piddling",1.51463700265131e-08
"52780","piddock",2.01951600353508e-08
"52781","pidgin",1.64927140288698e-06
"52782","pie",1.10938745794194e-05
"52783","piebald",2.28878480400643e-07
"52784","piebaldism",3.3658600058918e-09
"52785","piece",4.78591634237756e-05
"52786","piecemaker",5.0487900088377e-09
"52787","piecemeal",5.95757221042849e-07
"52788","piecer",3.3658600058918e-09
"52789","piecewise",3.80342180665774e-07
"52790","piecework",2.86098100500803e-08
"52791","piecing",1.88488160329941e-07
"52792","piecrust",3.3658600058918e-09
"52793","pied",2.24334569392689e-06
"52794","piedfort",3.3658600058918e-09
"52795","piedmont",6.1376457207437e-06
"52796","pieman",6.39513401119443e-08
"52797","pien",6.39513401119443e-08
"52798","piepowder",1.00975800176754e-08
"52799","pier",1.15297534501824e-05
"52800","pierce",1.32480249831901e-05
"52801","pierced",1.5802712727662e-06
"52802","piercer",6.56342701148902e-08
"52803","piercing",3.72432409651928e-06
"52804","pierhead",1.34634400235672e-07
"52805","pierid",3.3658600058918e-09
